Feature,clusternum,cluster_name
Nuclei_Texture_Correlation_BODIPYRNA_5_02_256,373,Nuclei_Texture_Correlation_BODIPYRNA_10_02_256
Nuclei_Texture_Correlation_BODIPYRNA_5_03_256,183,Nuclei_Texture_Correlation_BODIPYRNA_5_03_256
Nuclei_Texture_Correlation_DNA_10_00_256,677,Nuclei_Texture_Correlation_DNA_10_00_256
Nuclei_Texture_Correlation_DNA_10_01_256,273,Cells_Texture_Correlation_AGP_20_01_256
Nuclei_Texture_Correlation_DNA_10_02_256,373,Nuclei_Texture_Correlation_BODIPYRNA_10_02_256
Nuclei_Texture_Correlation_DNA_10_03_256,179,Nuclei_Texture_Correlation_BODIPYRNA_10_03_256
Nuclei_Texture_Correlation_DNA_5_00_256,677,Nuclei_Texture_Correlation_DNA_10_00_256
Nuclei_Texture_Correlation_DNA_5_01_256,273,Cells_Texture_Correlation_AGP_20_01_256
Nuclei_Texture_Correlation_DNA_5_02_256,373,Nuclei_Texture_Correlation_BODIPYRNA_10_02_256
Nuclei_Texture_Correlation_DNA_5_03_256,179,Nuclei_Texture_Correlation_BODIPYRNA_10_03_256
Nuclei_Texture_Correlation_Mito_10_00_256,677,Nuclei_Texture_Correlation_DNA_10_00_256
Nuclei_Texture_Correlation_Mito_10_01_256,273,Cells_Texture_Correlation_AGP_20_01_256
Nuclei_Texture_Correlation_Mito_10_02_256,374,Nuclei_Texture_Correlation_Mito_10_02_256
Nuclei_Texture_Correlation_Mito_10_03_256,180,Nuclei_Texture_Correlation_Mito_10_03_256
Nuclei_Texture_Correlation_Mito_5_00_256,380,Nuclei_Texture_Correlation_Mito_5_00_256
Nuclei_Texture_Correlation_Mito_5_01_256,272,Nuclei_Texture_Correlation_BODIPYRNA_5_01_256
Nuclei_Texture_Correlation_Mito_5_02_256,376,Nuclei_Texture_Correlation_Mito_5_02_256
Nuclei_Texture_Correlation_Mito_5_03_256,183,Nuclei_Texture_Correlation_BODIPYRNA_5_03_256
Nuclei_Texture_DifferenceEntropy_AGP_10_00_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_DifferenceEntropy_AGP_10_01_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_DifferenceEntropy_AGP_10_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_DifferenceEntropy_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_DifferenceEntropy_AGP_5_00_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_DifferenceEntropy_AGP_5_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_DifferenceEntropy_AGP_5_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_DifferenceEntropy_AGP_5_03_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_00_256,608,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_00_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_01_256,662,Nuclei_Texture_Contrast_BODIPYRNA_10_01_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_02_256,608,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_00_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_10_03_256,353,Nuclei_Texture_Contrast_BODIPYRNA_10_03_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_00_256,453,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_00_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_01_256,457,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_02_256,450,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_02_256
Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_03_256,458,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Nuclei_Texture_DifferenceEntropy_DNA_10_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceEntropy_DNA_10_01_256,13,Nuclei_Texture_DifferenceEntropy_DNA_10_01_256
Nuclei_Texture_DifferenceEntropy_DNA_10_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceEntropy_DNA_10_03_256,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Texture_DifferenceEntropy_DNA_5_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceEntropy_DNA_5_01_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_DifferenceEntropy_DNA_5_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceEntropy_DNA_5_03_256,53,Nuclei_Texture_DifferenceEntropy_DNA_5_03_256
Nuclei_Texture_DifferenceEntropy_Mito_10_00_256,495,Nuclei_Texture_Contrast_Mito_5_00_256
Nuclei_Texture_DifferenceEntropy_Mito_10_01_256,625,Nuclei_Texture_DifferenceEntropy_Mito_10_01_256
Nuclei_Texture_DifferenceEntropy_Mito_10_02_256,501,Nuclei_Texture_DifferenceEntropy_Mito_10_02_256
Nuclei_Texture_DifferenceEntropy_Mito_10_03_256,625,Nuclei_Texture_DifferenceEntropy_Mito_10_01_256
Nuclei_Texture_DifferenceEntropy_Mito_5_00_256,495,Nuclei_Texture_Contrast_Mito_5_00_256
Nuclei_Texture_DifferenceEntropy_Mito_5_01_256,511,Nuclei_Texture_DifferenceEntropy_Mito_5_01_256
Nuclei_Texture_DifferenceEntropy_Mito_5_02_256,501,Nuclei_Texture_DifferenceEntropy_Mito_10_02_256
Nuclei_Texture_DifferenceEntropy_Mito_5_03_256,495,Nuclei_Texture_Contrast_Mito_5_00_256
Nuclei_Texture_DifferenceVariance_AGP_10_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_10_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_10_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_10_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_5_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_5_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_5_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_AGP_5_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_00_256,452,Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_00_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_01_256,458,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_03_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_02_256,452,Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_00_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_03_256,457,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_01_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_00_256,451,Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_00_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_01_256,451,Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_00_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_02_256,450,Nuclei_Texture_DifferenceEntropy_BODIPYRNA_5_02_256
Nuclei_Texture_DifferenceVariance_BODIPYRNA_5_03_256,452,Nuclei_Texture_DifferenceVariance_BODIPYRNA_10_00_256
Nuclei_Texture_DifferenceVariance_DNA_10_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_10_01_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_10_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_10_03_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_5_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_5_01_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_5_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_DNA_5_03_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_DifferenceVariance_Mito_10_00_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_DifferenceVariance_Mito_10_01_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_DifferenceVariance_Mito_10_02_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_DifferenceVariance_Mito_10_03_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_DifferenceVariance_Mito_5_00_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_DifferenceVariance_Mito_5_01_256,511,Nuclei_Texture_DifferenceEntropy_Mito_5_01_256
Nuclei_Texture_DifferenceVariance_Mito_5_02_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_DifferenceVariance_Mito_5_03_256,496,Nuclei_Texture_DifferenceVariance_Mito_10_00_256
Nuclei_Texture_Entropy_AGP_10_00_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_10_01_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_10_02_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_10_03_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_5_00_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_5_01_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_5_02_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_AGP_5_03_256,80,Cells_Correlation_K_AGP_Mito
Nuclei_Texture_Entropy_BODIPYRNA_10_00_256,460,Nuclei_Texture_Entropy_BODIPYRNA_10_00_256
Nuclei_Texture_Entropy_BODIPYRNA_10_01_256,661,Nuclei_Texture_Entropy_BODIPYRNA_10_01_256
Nuclei_Texture_Entropy_BODIPYRNA_10_02_256,461,Nuclei_Texture_Entropy_BODIPYRNA_10_02_256
Nuclei_Texture_Entropy_BODIPYRNA_10_03_256,357,Nuclei_Texture_Entropy_BODIPYRNA_10_03_256
Nuclei_Texture_Entropy_BODIPYRNA_5_00_256,416,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Nuclei_Texture_Entropy_BODIPYRNA_5_01_256,416,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Nuclei_Texture_Entropy_BODIPYRNA_5_02_256,416,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Nuclei_Texture_Entropy_BODIPYRNA_5_03_256,416,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Nuclei_Texture_Entropy_DNA_10_00_256,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Texture_Entropy_DNA_10_01_256,763,Cells_Texture_SumEntropy_DNA_20_01_256
Nuclei_Texture_Entropy_DNA_10_02_256,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Texture_Entropy_DNA_10_03_256,806,Cells_Texture_SumEntropy_DNA_20_03_256
Nuclei_Texture_Entropy_DNA_5_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_Entropy_DNA_5_01_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_Entropy_DNA_5_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_Entropy_DNA_5_03_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_Entropy_Mito_10_00_256,626,Nuclei_Texture_Entropy_Mito_10_00_256
Nuclei_Texture_Entropy_Mito_10_01_256,617,Nuclei_Texture_Entropy_Mito_10_01_256
Nuclei_Texture_Entropy_Mito_10_02_256,626,Nuclei_Texture_Entropy_Mito_10_00_256
Nuclei_Texture_Entropy_Mito_10_03_256,623,Nuclei_Texture_Entropy_Mito_10_03_256
Nuclei_Texture_Entropy_Mito_5_00_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_Entropy_Mito_5_01_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_Entropy_Mito_5_02_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_Entropy_Mito_5_03_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_InfoMeas1_AGP_10_00_256,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_Texture_InfoMeas1_AGP_10_01_256,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_Texture_InfoMeas1_AGP_10_02_256,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_Texture_InfoMeas1_AGP_10_03_256,211,Cells_Texture_Contrast_AGP_10_01_256
Nuclei_Texture_InfoMeas1_AGP_5_00_256,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_Texture_InfoMeas1_AGP_5_01_256,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_Texture_InfoMeas1_AGP_5_02_256,209,Cells_Texture_InfoMeas1_AGP_10_02_256
Nuclei_Texture_InfoMeas1_AGP_5_03_256,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_Texture_InfoMeas1_BODIPYRNA_10_00_256,197,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_00_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_10_01_256,199,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_01_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_10_02_256,196,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_02_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_10_03_256,190,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_03_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_5_00_256,435,Nuclei_Texture_InfoMeas1_BODIPYRNA_5_00_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_5_01_256,196,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_02_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_5_02_256,444,Nuclei_Texture_InfoMeas1_BODIPYRNA_5_02_256
Nuclei_Texture_InfoMeas1_BODIPYRNA_5_03_256,196,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_02_256
Nuclei_Texture_InfoMeas1_DNA_10_00_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_DNA_10_01_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InfoMeas1_DNA_10_02_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_DNA_10_03_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_DNA_5_00_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_DNA_5_01_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_DNA_5_02_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_DNA_5_03_256,52,Nuclei_Texture_InfoMeas1_DNA_10_00_256
Nuclei_Texture_InfoMeas1_Mito_10_00_256,326,Nuclei_Texture_InfoMeas1_Mito_10_00_256
Nuclei_Texture_InfoMeas1_Mito_10_01_256,340,Cells_Texture_InfoMeas1_Mito_10_01_256
Nuclei_Texture_InfoMeas1_Mito_10_02_256,326,Nuclei_Texture_InfoMeas1_Mito_10_00_256
Nuclei_Texture_InfoMeas1_Mito_10_03_256,325,Cells_Texture_InfoMeas1_Mito_10_03_256
Nuclei_Texture_InfoMeas1_Mito_5_00_256,335,Cells_Texture_InfoMeas1_Mito_10_00_256
Nuclei_Texture_InfoMeas1_Mito_5_01_256,326,Nuclei_Texture_InfoMeas1_Mito_10_00_256
Nuclei_Texture_InfoMeas1_Mito_5_02_256,522,Nuclei_Texture_InfoMeas1_Mito_5_02_256
Nuclei_Texture_InfoMeas1_Mito_5_03_256,326,Nuclei_Texture_InfoMeas1_Mito_10_00_256
Nuclei_Texture_InfoMeas2_AGP_10_00_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InfoMeas2_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_InfoMeas2_AGP_10_02_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InfoMeas2_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InfoMeas2_AGP_5_00_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InfoMeas2_AGP_5_01_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InfoMeas2_AGP_5_02_256,100,Cells_Intensity_StdIntensity_AGP
Nuclei_Texture_InfoMeas2_AGP_5_03_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InfoMeas2_BODIPYRNA_10_00_256,195,Nuclei_Texture_InfoMeas2_BODIPYRNA_10_00_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_10_01_256,198,Cells_Texture_Contrast_BODIPYRNA_10_01_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_10_02_256,195,Nuclei_Texture_InfoMeas2_BODIPYRNA_10_00_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_10_03_256,195,Nuclei_Texture_InfoMeas2_BODIPYRNA_10_00_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_5_00_256,435,Nuclei_Texture_InfoMeas1_BODIPYRNA_5_00_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_5_01_256,195,Nuclei_Texture_InfoMeas2_BODIPYRNA_10_00_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_5_02_256,444,Nuclei_Texture_InfoMeas1_BODIPYRNA_5_02_256
Nuclei_Texture_InfoMeas2_BODIPYRNA_5_03_256,195,Nuclei_Texture_InfoMeas2_BODIPYRNA_10_00_256
Nuclei_Texture_InfoMeas2_DNA_10_00_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InfoMeas2_DNA_10_01_256,54,Nuclei_Texture_InfoMeas2_DNA_10_01_256
Nuclei_Texture_InfoMeas2_DNA_10_02_256,54,Nuclei_Texture_InfoMeas2_DNA_10_01_256
Nuclei_Texture_InfoMeas2_DNA_10_03_256,54,Nuclei_Texture_InfoMeas2_DNA_10_01_256
Nuclei_Texture_InfoMeas2_DNA_5_00_256,54,Nuclei_Texture_InfoMeas2_DNA_10_01_256
Nuclei_Texture_InfoMeas2_DNA_5_01_256,54,Nuclei_Texture_InfoMeas2_DNA_10_01_256
Nuclei_Texture_InfoMeas2_DNA_5_02_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InfoMeas2_DNA_5_03_256,54,Nuclei_Texture_InfoMeas2_DNA_10_01_256
Nuclei_Texture_InfoMeas2_Mito_10_00_256,516,Nuclei_Texture_InfoMeas2_Mito_10_00_256
Nuclei_Texture_InfoMeas2_Mito_10_01_256,339,Cells_Texture_InfoMeas2_Mito_20_01_256
Nuclei_Texture_InfoMeas2_Mito_10_02_256,516,Nuclei_Texture_InfoMeas2_Mito_10_00_256
Nuclei_Texture_InfoMeas2_Mito_10_03_256,324,Cells_Texture_InfoMeas2_Mito_20_03_256
Nuclei_Texture_InfoMeas2_Mito_5_00_256,517,Cells_Texture_InfoMeas2_Mito_10_03_256
Nuclei_Texture_InfoMeas2_Mito_5_01_256,516,Nuclei_Texture_InfoMeas2_Mito_10_00_256
Nuclei_Texture_InfoMeas2_Mito_5_02_256,518,Cells_Texture_InfoMeas2_Mito_10_01_256
Nuclei_Texture_InfoMeas2_Mito_5_03_256,516,Nuclei_Texture_InfoMeas2_Mito_10_00_256
Nuclei_Texture_InverseDifferenceMoment_AGP_10_00_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InverseDifferenceMoment_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_InverseDifferenceMoment_AGP_10_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_InverseDifferenceMoment_AGP_10_03_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InverseDifferenceMoment_AGP_5_00_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InverseDifferenceMoment_AGP_5_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_InverseDifferenceMoment_AGP_5_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_InverseDifferenceMoment_AGP_5_03_256,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256,419,Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_01_256,419,Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256,407,Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_03_256,419,Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_00_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_5_00_256,197,Nuclei_Texture_InfoMeas1_BODIPYRNA_10_00_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_5_01_256,198,Cells_Texture_Contrast_BODIPYRNA_10_01_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_5_02_256,407,Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_10_02_256
Nuclei_Texture_InverseDifferenceMoment_BODIPYRNA_5_03_256,418,Cells_Texture_Contrast_BODIPYRNA_10_03_256
Nuclei_Texture_InverseDifferenceMoment_DNA_10_00_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InverseDifferenceMoment_DNA_10_01_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InverseDifferenceMoment_DNA_10_02_256,53,Nuclei_Texture_DifferenceEntropy_DNA_5_03_256
Nuclei_Texture_InverseDifferenceMoment_DNA_10_03_256,53,Nuclei_Texture_DifferenceEntropy_DNA_5_03_256
Nuclei_Texture_InverseDifferenceMoment_DNA_5_00_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InverseDifferenceMoment_DNA_5_01_256,55,Nuclei_Texture_DifferenceEntropy_DNA_5_01_256
Nuclei_Texture_InverseDifferenceMoment_DNA_5_02_256,53,Nuclei_Texture_DifferenceEntropy_DNA_5_03_256
Nuclei_Texture_InverseDifferenceMoment_DNA_5_03_256,53,Nuclei_Texture_DifferenceEntropy_DNA_5_03_256
Nuclei_Texture_InverseDifferenceMoment_Mito_10_00_256,519,Nuclei_Texture_InverseDifferenceMoment_Mito_10_00_256
Nuclei_Texture_InverseDifferenceMoment_Mito_10_01_256,515,Cells_Texture_InverseDifferenceMoment_Mito_5_01_256
Nuclei_Texture_InverseDifferenceMoment_Mito_10_02_256,513,Nuclei_Texture_InverseDifferenceMoment_Mito_10_02_256
Nuclei_Texture_InverseDifferenceMoment_Mito_10_03_256,507,Nuclei_Texture_InverseDifferenceMoment_Mito_10_03_256
Nuclei_Texture_InverseDifferenceMoment_Mito_5_00_256,519,Nuclei_Texture_InverseDifferenceMoment_Mito_10_00_256
Nuclei_Texture_InverseDifferenceMoment_Mito_5_01_256,515,Cells_Texture_InverseDifferenceMoment_Mito_5_01_256
Nuclei_Texture_InverseDifferenceMoment_Mito_5_02_256,513,Nuclei_Texture_InverseDifferenceMoment_Mito_10_02_256
Nuclei_Texture_InverseDifferenceMoment_Mito_5_03_256,507,Nuclei_Texture_InverseDifferenceMoment_Mito_10_03_256
Nuclei_Texture_SumAverage_AGP_10_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_10_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_10_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_10_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_5_00_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_5_01_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_5_02_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_AGP_5_03_256,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Texture_SumAverage_BODIPYRNA_10_00_256,790,Nuclei_Texture_SumAverage_BODIPYRNA_10_00_256
Nuclei_Texture_SumAverage_BODIPYRNA_10_01_256,766,Nuclei_Texture_SumAverage_BODIPYRNA_10_01_256
Nuclei_Texture_SumAverage_BODIPYRNA_10_02_256,790,Nuclei_Texture_SumAverage_BODIPYRNA_10_00_256
Nuclei_Texture_SumAverage_BODIPYRNA_10_03_256,790,Nuclei_Texture_SumAverage_BODIPYRNA_10_00_256
Nuclei_Texture_SumAverage_BODIPYRNA_5_00_256,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Texture_SumAverage_BODIPYRNA_5_01_256,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Texture_SumAverage_BODIPYRNA_5_02_256,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Texture_SumAverage_BODIPYRNA_5_03_256,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Texture_SumAverage_DNA_10_00_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_SumAverage_DNA_10_01_256,13,Nuclei_Texture_DifferenceEntropy_DNA_10_01_256
Nuclei_Texture_SumAverage_DNA_10_02_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_SumAverage_DNA_10_03_256,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Texture_SumAverage_DNA_5_00_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_SumAverage_DNA_5_01_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_SumAverage_DNA_5_02_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_SumAverage_DNA_5_03_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_SumAverage_Mito_10_00_256,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
Nuclei_Texture_SumAverage_Mito_10_01_256,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
Nuclei_Texture_SumAverage_Mito_10_02_256,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
